221,9,5,343
222,9,3,496
223,19,5,137
224,6,3,163
225,12,2,144
226,4,4,429
227,14,2,40
228,16,3,300
229,8,1,171
230,18,2,488
231,10,2,315
232,8,3,393
233,10,5,367
234,6,1,67
235,5,1,108
236,16,4,46
237,5,3,102
238,15,4,16
239,4,5,429
240,5,1,102
241,3,3,360
242,3,4,404
243,11,4,405
244,1,3,310
245,19,3,87
246,11,2,473
247,6,1,268
248,10,5,427
249,20,5,177
250,8,3,32
251,17,3,228
252,14,4,471
253,10,3,321
254,1,4,379
255,1,1,215
256,10,2,225
257,2,2,433
258,3,2,339
259,6,4,112
260,17,4,117
261,10,2,297
262,12,5,495
263,20,4,263
264,5,5,250
265,15,3,22
266,2,3,79
267,18,1,253
268,6,4,195
269,12,1,89
270,13,4,352
271,11,2,339
272,7,3,28
273,14,2,37
274,10,2,371
275,19,5,332
276,15,1,64
277,17,3,102
278,2,3,342
279,1,2,133
280,9,1,21
281,5,1,379
282,11,3,364
283,6,1,318
284,13,5,348
285,4,4,357
286,9,1,156
287,5,3,114
288,19,2,78
289,1,4,131
290,19,2,331
291,5,5,26
292,1,3,160
293,9,2,207
294,20,4,379
295,4,2,13
296,6,1,389
297,18,5,411
298,4,5,26
299,13,4,418
300,13,1,402
301,19,4,377
302,3,5,439
303,14,5,325
304,17,2,389
305,15,4,201
306,3,3,419
307,17,3,262
308,8,4,289
309,17,1,345
310,11,3,483
311,4,2,500
312,15,5,199
313,10,2,123
314,11,3,81
315,6,5,127
316,14,2,444
317,13,2,277
318,18,1,466
319,15,5,313
320,7,4,496
321,3,5,434
322,17,2,218
323,11,5,365
324,12,3,490
325,15,2,315
326,16,2,78
327,13,2,352
328,17,2,331
329,14,2,143
330,13,1,309
331,12,2,485
332,13,1,164
333,13,4,467
334,17,5,46
335,18,4,432
336,7,2,375
337,17,4,13
338,6,5,67
339,19,4,409
340,18,1,494
341,12,3,331
342,6,1,102
343,18,3,395
344,11,5,191
345,17,3,482
346,8,4,105
347,7,1,344
348,5,2,423
349,8,3,450
350,16,4,179
351,12,2,325
352,15,4,120
353,10,2,125
354,12,1,150
355,17,3,294
356,14,1,475
357,18,1,477
358,4,5,112
359,15,1,200
360,17,5,109
361,10,4,429
362,12,5,71
363,2,5,464
364,9,2,376
365,15,4,382
366,13,1,155
367,9,5,424
368,6,5,485
369,6,2,402
370,7,5,500
371,15,1,11
372,13,2,85
373,14,2,31
374,8,2,65
375,5,4,330
376,15,1,167
377,11,5,288
378,1,3,131
379,14,4,449
380,3,3,287
381,18,4,300
382,19,5,34
383,3,2,496
384,11,2,147
385,6,4,444
386,12,2,296
387,10,5,128
388,1,2,384
389,5,3,151
390,14,1,108
391,6,2,353
392,20,4,369
393,1,5,308
394,12,3,140
395,9,3,320
396,19,3,156
397,20,4,423
398,13,1,419
399,12,2,255
400,20,5,221
401,16,2,211
402,5,5,485
403,12,4,183
404,12,1,262
405,16,5,134
406,12,2,386
407,1,4,259
408,9,5,144
409,19,5,10
410,9,5,285
411,5,2,132
412,11,1,117
413,20,5,485
414,4,2,308
415,18,5,77
416,12,3,39
417,5,5,444
418,2,4,172
419,9,1,335
420,2,5,220
421,16,5,16
422,7,4,364
423,7,5,106
424,8,5,23
425,13,5,458
426,11,5,140
427,17,3,403
428,16,3,403
429,13,2,257
430,5,5,434
431,9,4,277
432,6,4,47
433,10,2,462
434,14,3,90
435,9,4,29
436,6,4,28
437,10,1,437
438,13,2,252
439,12,1,195
440,15,1,157
441,9,2,290
442,9,2,108
443,18,3,36
444,18,2,98
445,20,2,195
446,20,1,438
447,20,5,154
448,19,3,151
449,15,4,72
450,4,5,114
451,4,4,328
452,7,4,134
453,18,5,25
454,14,2,200
455,2,5,162
456,18,2,341
457,13,3,244
458,5,3,16
459,11,5,392
460,14,4,46
461,4,4,64
462,3,3,267
463,3,5,445
464,17,1,292
465,18,1,465
466,3,2,373
467,17,3,303
468,6,2,13
469,2,4,274
470,18,3,235
471,19,5,151
472,2,5,140
473,14,2,71
474,6,3,500
475,16,5,500
476,12,5,104
477,2,1,235
478,19,4,227
479,13,1,475
480,18,1,326
481,3,4,306
482,7,3,176
483,10,4,177
484,19,5,143
485,3,5,350
486,15,3,492
487,16,1,133
488,14,2,367
489,10,5,240
490,9,2,116
491,5,3,149
492,7,3,271
493,18,1,137
494,14,1,142
495,7,1,194
496,6,1,425
497,3,1,92
498,10,4,90
499,11,3,134
500,1,4,71
501,5,3,352
502,7,3,321
503,11,4,121
504,9,4,67
505,1,1,71
506,4,2,188
507,8,5,66
508,13,2,393
509,12,1,44
510,13,5,356
511,4,2,13
512,7,1,13
513,6,4,259
514,5,3,360
515,17,1,264
516,14,3,21
517,15,5,434
518,13,4,405
519,15,4,322
520,18,2,373
521,20,2,349
522,18,3,264
523,12,5,444
524,13,2,259
525,14,4,190
526,10,5,227
527,16,4,293
528,9,1,238
529,13,1,411
530,20,2,60
531,15,4,115
532,14,2,366
533,19,4,23
534,11,5,186
535,20,1,315
536,11,3,158
537,4,3,467
538,7,2,391
539,18,4,40
540,15,4,375
541,3,5,290
542,8,4,210
543,14,1,270
544,2,4,461
545,6,3,438
546,16,2,281
547,12,2,64
548,6,3,273
549,1,4,252
550,9,2,307
551,10,3,369
552,1,4,480
553,5,2,45
554,8,1,379
555,4,3,462
556,11,3,90
557,3,4,421
558,10,5,32
559,8,2,471
560,19,2,473
561,17,1,15
562,5,4,429
563,16,1,291
564,10,1,38
565,17,1,194
566,17,4,71
567,14,2,66
568,1,3,221
569,8,3,460
570,16,5,108
571,7,3,148
572,16,2,292
573,16,4,299
574,14,3,175
575,10,2,406
576,1,1,194
577,17,5,349
578,6,3,151
579,14,4,147
580,19,1,77
581,7,1,378
582,11,5,317
583,6,2,214
584,2,5,143
585,3,5,493
586,17,1,192
587,4,5,214
588,16,3,346
589,15,1,207
590,6,2,288
591,9,2,338
592,5,5,321
593,19,4,410
594,15,2,456
595,18,4,278
596,13,3,347
597,20,3,403
598,10,5,358
599,18,2,388
600,4,3,114
601,18,5,284
602,18,3,346
603,9,4,347
604,17,4,95
605,17,2,102
606,1,4,284
607,12,4,234
608,1,1,255
609,7,4,213
610,10,1,241
611,15,4,155
612,15,1,408
613,12,4,211
614,8,3,45
615,13,1,488
616,12,4,288
617,7,5,124
618,17,3,248
619,8,4,398
620,19,4,319
621,3,2,424
622,17,5,13
623,4,1,291
624,17,4,89
625,9,2,334
626,6,3,405
627,19,1,264
628,5,4,195
629,18,5,235
630,7,1,421
631,1,2,64
632,14,4,462
633,20,3,147
634,18,4,196
635,13,3,120
636,6,5,58
637,7,1,57
638,12,3,123
639,14,4,101
640,10,1,387
641,10,4,96
642,16,5,297
643,17,3,55
644,18,4,244
645,15,2,317
646,7,4,227
647,13,1,433
648,1,4,72
649,3,5,281
650,12,3,437
651,1,3,409
652,4,5,459
653,7,2,80
654,19,1,334
655,9,3,359
656,6,5,368
657,7,4,339
658,7,4,316
659,13,4,399
660,7,3,191
661,10,3,248
662,11,2,197
663,1,4,20
664,18,2,494
665,9,4,430
666,15,1,72
667,12,1,31
668,18,1,60
669,6,2,116
670,7,3,108
671,20,3,424
672,16,2,59
673,8,2,143
674,13,1,62
675,9,4,473
676,4,2,119
677,20,4,374
678,10,1,386
679,15,3,132
680,4,2,447
681,6,5,75
682,19,3,472
683,15,1,290
684,15,1,81
685,3,1,339
686,15,1,77
687,9,4,326
688,15,5,338
689,18,3,66
690,9,2,498
691,11,5,396
692,5,3,308
693,18,1,261
694,4,1,99
695,2,2,437
696,13,5,476
697,5,5,107
698,19,1,33
699,15,3,384
700,4,4,331
701,5,2,463
702,20,1,115
703,2,3,43
704,10,4,298
705,7,5,192
706,17,1,130
707,13,2,336
708,10,3,214
709,15,4,71
710,1,4,123
711,15,1,213
712,20,5,464
713,4,5,271
714,14,1,156
715,15,3,349
716,1,1,371
717,6,2,299
718,17,2,250
719,3,4,16
720,7,3,55
721,8,2,250
722,15,5,367
723,17,3,423
724,5,4,401
725,15,5,215
726,5,5,355
727,17,2,355
728,12,3,271
729,2,3,300
730,7,5,390
731,16,2,415
732,6,2,368
733,2,4,351
734,12,3,84
735,10,1,352
736,10,4,338
737,16,2,117
738,1,5,194
739,19,4,75
740,19,3,421
741,12,4,455
742,13,4,96
743,2,5,423
744,14,4,28
745,12,5,405
746,13,1,475
747,9,2,256
748,2,5,257
749,6,4,473
750,20,4,260
751,1,1,12
752,16,3,411
753,15,5,495
754,20,1,80
755,20,5,158
756,14,2,179
757,13,1,412
758,10,3,46
759,13,1,94
760,18,2,82
761,18,5,228
762,2,4,148
763,15,4,57
764,20,2,484
765,8,2,84
766,20,5,83
767,1,2,205
768,17,2,300
769,15,2,174
770,11,1,256
771,11,2,118
772,14,5,365
773,1,4,280
774,12,3,172
775,20,1,141
776,3,5,26
777,12,5,316
778,9,1,419
779,18,2,390
780,18,1,182
781,13,4,398
782,18,5,355
783,15,1,481
784,18,1,304
785,7,3,35
786,20,3,94
787,19,1,43
788,8,4,105
789,10,1,149
790,18,5,412
791,14,5,131
792,9,2,471
793,12,5,191
794,12,3,398
795,2,1,336
796,18,2,104
797,4,5,81
798,9,5,84
799,20,2,180
800,10,3,82
801,4,5,135
802,14,5,71
803,8,4,477
804,19,3,139
805,4,3,116
806,19,2,220
807,7,3,90
808,6,1,109
809,8,4,155
810,17,1,238
811,2,2,407
812,13,3,379
813,4,3,123
814,9,3,199
815,14,2,124
816,8,4,263
817,15,5,108
818,14,1,233
819,15,1,96
820,18,4,291
821,1,3,167
822,3,3,118
823,5,3,12
824,1,2,492
825,5,4,319
826,6,1,381
827,17,1,264
828,15,2,209
829,10,2,81
830,15,3,175
831,14,2,414
832,20,1,18
833,12,4,385
834,3,1,399
835,7,4,207
836,15,5,95
837,17,3,478
838,6,5,150
839,11,4,296
840,7,4,215
841,7,3,332
842,12,5,94
843,15,1,108
844,17,5,331
845,5,2,352
846,20,3,64
847,2,1,233
848,20,3,368
849,4,2,154
850,18,5,286
851,6,3,485
852,4,1,207
853,5,4,165
854,20,2,336
855,10,4,459
856,6,2,154
857,4,3,422
858,3,2,396
859,2,2,482
860,8,4,304
861,11,5,47
862,17,5,327
863,17,2,167
864,9,2,53
865,12,4,423
866,20,1,106
867,17,1,139
868,6,2,148
869,2,3,262
870,2,3,67
871,13,3,395
872,11,5,239
873,12,3,450
874,14,2,286
875,10,3,148
876,13,2,271
877,16,2,53
878,14,4,438
879,15,2,418
880,2,5,40
881,6,3,15
882,9,4,438
883,19,2,179
884,7,5,497
885,12,2,278
886,6,1,266
887,14,3,113
888,18,1,140
889,11,3,278
890,1,4,473
891,14,3,372
892,14,5,295
893,7,2,28
894,7,2,236
895,9,3,390
896,7,1,342
897,1,5,245
898,16,4,94
899,6,1,500
900,10,3,179
901,16,5,199
902,18,4,309
903,19,4,42
904,3,1,435
905,16,3,436
906,6,1,223
907,5,3,201
908,17,3,337
909,17,3,64
910,8,3,263
911,1,1,215
912,17,5,496
913,19,2,77
914,4,1,311
915,13,4,69
916,6,3,133
917,1,5,353
918,4,1,339
919,6,2,489
920,8,3,185
921,10,1,155
922,5,1,260
923,5,2,167
924,3,5,228
925,6,4,79
926,20,2,158
927,4,3,135
928,12,2,70
929,2,5,76
930,8,4,417
931,20,3,132
932,8,3,250
933,11,1,172
934,11,3,218
935,11,2,494
936,8,5,429
937,9,4,331
938,8,5,445
939,18,2,428
940,15,2,414
941,9,3,381
942,9,1,343
943,4,5,432
944,20,5,317
945,14,3,458
946,6,3,238
947,15,1,458
948,3,4,469
949,20,4,97
950,16,4,125
951,12,3,39
952,7,2,129
953,17,1,339
954,11,1,315
955,9,4,325
956,17,4,488
957,17,2,381
958,14,4,321
959,1,3,207
960,11,1,184
961,6,3,284
962,13,2,78
963,13,5,202
964,8,5,454
965,13,1,138
966,17,4,191
967,4,1,65
968,2,5,167
969,14,2,331
970,6,1,296
971,13,5,354
972,19,2,170
973,7,3,51
974,19,4,409
975,7,5,153
976,8,1,197
977,14,2,472
978,8,2,247
979,10,5,401
980,20,1,494
981,12,2,228
982,13,5,276
983,9,4,346
984,2,4,422
985,11,2,117
986,18,3,319
987,3,1,139
988,6,5,431
989,15,3,213
990,2,5,71
991,16,3,335
992,16,5,285
993,6,5,28
994,8,3,216
995,13,3,115
996,14,5,141
997,13,2,28
998,17,5,359
999,10,3,22
